0	256	381	오픈 준비 중
0	446	51	1 / 3
0	512	307	노브랜드버거 역삼역점
0	562	404	4.8(4,184)
0	679	674	매장∙원산지정보
0	690	69	내일 오전 7:30 오픈
0	751	36	최소주문
0	751	153	11,000원
0	806	36	일반회원
0	807	153	0-2,900원 0원
0	808	294	자세히
0	848	36	와우회원
0	848	153	와우회원은 매 주문 배달비 0원
0	920	127	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
0	937	766	가입하기
0	1040	168	존마탱&#128573;
0	1040	606	그냥 아무생각없이 먹었다가  맛있네요 오.. 또 곧 사물게요
0	1209	114	&#128293; 인기메뉴
0	1209	298	신메뉴(NEW)
0	1209	493	버거세트
0	1209	641	새우버거
0	1209	789	치킨
0	1310	42	인기메뉴
0	1388	88	1위
0	1388	304	2위
0	1388	520	3위
0	1388	708	4위
0	1516	0	내일 오전 7:30 오픈
0	1587	36	메가바이트 버거세트
0	1587	252	NBB 어메이징 더블 업 버거세트
0	1587	468	오리지널 새우
0	1587	684	시그니처 버거
1	0	0	100% (1개)
1	0	0	ㆍ
1	0	0	리뷰 (1)
1	0	0	버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
1	0	381	오픈 준비 중
1	66	155	노브랜드버거 역삼역점 내 메뉴를 찾아보세요
1	150	674	매장∙원산지정보
1	161	69	내일 오전 7:30 오픈
1	182	51	1 / 3
1	222	36	최소주문
1	222	153	11,000원
1	248	307	노브랜드버거 역삼역점
1	277	36	일반회원
1	278	153	0-2,900원 0원
1	279	294	자세히
1	298	404	4.8(4,184)
1	319	36	와우회원
1	319	153	와우회원은 매 주문 배달비 0원
1	391	127	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
1	408	766	가입하기
1	511	168	존마탱&#128573;
1	511	606	그냥 아무생각없이 먹었다가  맛있네요 오.. 또 곧 사물게요
1	680	114	&#128293; 인기메뉴
1	680	298	신메뉴(NEW)
1	680	493	버거세트
1	680	641	새우버거
1	680	789	치킨
1	781	42	인기메뉴
1	859	88	1위
1	859	304	2위
1	859	520	3위
1	859	708	4위
1	1058	36	메가바이트 버거세트
1	1058	252	NBB 어메이징 더블 업 버거세트
1	1058	468	오리지널 새우
1	1058	684	시그니처 버거
1	1099	36	8,400원
1	1099	468	5,700원
1	1099	684	5,800원
1	1134	252	9,200원
1	1252	42	신메뉴(NEW)
1	1334	36	버크셔K 카츠 버거세트
1	1388	36	9,200원
1	1446	36	버크셔K 카츠 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
1	1516	0	내일 오전 7:30 오픈
1	1554	36	버크셔K 카츠 버거
2	0	0	버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
2	0	381	오픈 준비 중
2	66	155	노브랜드버거 역삼역점 내 메뉴를 찾아보세요
2	182	51	1 / 3
2	188	114	&#128293; 인기메뉴
2	188	298	신메뉴(NEW)
2	188	493	버거세트
2	188	641	새우버거
2	188	789	치킨
2	248	307	노브랜드버거 역삼역점
2	289	42	인기메뉴
2	298	404	4.8(4,184)
2	367	88	1위
2	367	304	2위
2	367	520	3위
2	367	708	4위
2	566	36	메가바이트 버거세트
2	566	252	NBB 어메이징 더블 업 버거세트
2	566	468	오리지널 새우
2	566	684	시그니처 버거
2	607	36	8,400원
2	607	468	5,700원
2	607	684	5,800원
2	642	252	9,200원
2	760	42	신메뉴(NEW)
2	842	36	버크셔K 카츠 버거세트
2	896	36	9,200원
2	954	36	버크셔K 카츠 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
2	1062	36	버크셔K 카츠 버거
2	1116	36	6,700원
2	1174	36	버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
2	1252	63	100% (1개)
2	1252	149	ㆍ
2	1252	193	리뷰 (1)
2	1326	36	버크셔K 카츠 어니언 버거세트
2	1380	36	10,400원
2	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
2	1434	781	가입하기
2	1438	36	버크셔K 카츠 어니언 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
2	1516	0	내일 오전 7:30 오픈
2	1546	36	버크셔K 카츠 어니언 버거
3	0	0	바삭한 치킨 패티와 담백한 마요 소스의 조화
3	0	381	오픈 준비 중
3	66	155	노브랜드버거 역삼역점 내 메뉴를 찾아보세요
3	132	36	8,400원
3	132	252	NBB 어메이징 더블 업 버거세트
3	132	468	5,700원
3	132	684	5,800원
3	148	252	9,200원
3	151	114	&#128293; 인기메뉴
3	151	298	신메뉴(NEW)
3	151	493	버거세트
3	151	641	새우버거
3	151	789	치킨
3	182	51	1 / 3
3	248	307	노브랜드버거 역삼역점
3	266	42	신메뉴(NEW)
3	298	404	4.8(4,184)
3	348	36	버크셔K 카츠 버거세트
3	402	36	9,200원
3	460	36	버크셔K 카츠 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
3	568	36	버크셔K 카츠 버거
3	622	36	6,700원
3	680	36	버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
3	758	63	100% (1개)
3	758	149	ㆍ
3	758	193	리뷰 (1)
3	832	36	버크셔K 카츠 어니언 버거세트
3	886	36	10,400원
3	944	36	버크셔K 카츠 어니언 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
3	1052	36	버크셔K 카츠 어니언 버거
3	1106	36	7,900원
3	1164	36	버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
3	1272	36	데일리 치킨 버거세트
3	1326	36	7,200원
3	1384	36	데일리 치킨 버거 + 감자튀김(M) + N콜라(캔)355ml 바삭한 치킨 패티와 담백한 마요 소스의 조화
3	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
3	1434	781	가입하기
3	1492	36	데일리 치킨 버거
3	1516	0	내일 오전 7:30 오픈
3	1546	36	4,700원
4	0	0	100% (3개)
4	0	0	ㆍ
4	0	0	리뷰 (1)
4	0	0	아보카도 타코 + 감자튀김(M) + N콜라(캔)355ml 이국적인 피카딜로 소스, 고소한 아보카도 슬라이스, 바삭한 나초칩을 더해 식감까지 완벽한 버거
4	0	381	오픈 준비 중
4	66	155	노브랜드버거 역삼역점 내 메뉴를 찾아보세요
4	84	36	버크셔K 카츠 버거
4	138	36	6,700원
4	151	114	신메뉴(NEW)
4	151	309	버거세트
4	151	457	새우버거
4	151	605	치킨
4	151	709	샐러드
4	151	835	버거 단품
4	182	51	1 / 3
4	196	36	버크셔K의 깊은 육향과 깻잎 페스토의 산뜻한 풍미를 담은 프리미엄 카츠 버거
4	248	307	노브랜드버거 역삼역점
4	274	63	100% (1개)
4	274	149	ㆍ
4	274	193	리뷰 (1)
4	298	404	4.8(4,184)
4	348	36	버크셔K 카츠 어니언 버거세트
4	402	36	10,400원
4	460	36	버크셔K 카츠 어니언 버거 + 감자튀김(M) + N콜라(캔)355ml 버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
4	568	36	버크셔K 카츠 어니언 버거
4	622	36	7,900원
4	680	36	버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
4	788	36	데일리 치킨 버거세트
4	842	36	7,200원
4	900	36	데일리 치킨 버거 + 감자튀김(M) + N콜라(캔)355ml 바삭한 치킨 패티와 담백한 마요 소스의 조화
4	1008	36	데일리 치킨 버거
4	1062	36	4,700원
4	1120	36	바삭한 치킨 패티와 담백한 마요 소스의 조화
4	1236	42	버거세트
4	1318	36	모짜 치폴레 베이컨 버거세트
4	1372	36	10,500원
4	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
4	1430	36	모짜 치폴레 베이컨 + 감자튀김(M) + N콜라(캔)355ml 치폴레 소스의 매콤함을 모짜렐라 패티로 부드럽게! 매운맛과 치즈의 완벽 밸런스
4	1434	781	가입하기
4	1508	63	100% (2개)
4	1508	149	ㆍ
4	1508	193	리뷰 (2)
4	1516	0	내일 오전 7:30 오픈
4	1582	36	아보카도 타코 버거세트
5	0	0	리뷰 (2)
5	0	0	트리플베이컨 + 감자튀김(M) + N콜라(캔)355ml 향긋한 허브의 풍미를 입혀 훈연한 삼겹 베이컨 3장에 아메리칸 치즈 2장이 더해진 풍성한 버거
5	0	0	트리플베이컨 버거세트
5	0	381	오픈 준비 중
5	66	155	노브랜드버거 역삼역점 내 메뉴를 찾아보세요
5	75	36	버크셔K 카츠 어니언 버거
5	132	36	7,900원
5	151	114	신메뉴(NEW)
5	151	309	버거세트
5	151	457	새우버거
5	151	605	치킨
5	151	709	샐러드
5	151	835	버거 단품
5	182	51	1 / 3
5	187	36	버크셔K 카츠와 바삭한 어니언 링, 깻잎 페스토의 조화가 돋보이는 프리미엄 카츠 버거
5	248	307	노브랜드버거 역삼역점
5	295	36	데일리 치킨 버거세트
5	298	404	4.8(4,184)
5	349	36	7,200원
5	407	36	데일리 치킨 버거 + 감자튀김(M) + N콜라(캔)355ml 바삭한 치킨 패티와 담백한 마요 소스의 조화
5	515	36	데일리 치킨 버거
5	569	36	4,700원
5	627	36	바삭한 치킨 패티와 담백한 마요 소스의 조화
5	743	42	버거세트
