0	256	381	오픈 준비 중
0	446	51	1 / 3
0	512	307	하남돼지집 노원하계점
0	562	412	4.8(363)
0	679	674	매장∙원산지정보
0	690	69	준비중
0	751	36	최소주문
0	751	153	21,500원
0	806	36	일반회원
0	807	153	1,600-4,900원 0원
0	808	334	자세히
0	848	36	와우회원
0	848	153	와우회원은 매 주문 배달비 0원
0	920	127	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
0	937	766	가입하기
0	1028	54	1,000원 즉시할인 자동 적용
0	1118	168	대박&#129655;  여기가 최고
0	1118	606	맛난거 먹고 싶어서 주문! 넘 맛나고 폭풍흡입했어요 ㅎㅎㅎ
0	1287	114	&#128293; 인기메뉴
0	1287	298	세트메뉴
0	1287	446	다있는세트메뉴
0	1287	660	굽는메뉴
0	1287	808	사이드메뉴
0	1388	42	인기메뉴
0	1466	88	1위
0	1466	304	2위
0	1466	520	3위
0	1466	708	4위
0	1516	0	준비중
1	0	381	오픈 준비 중
1	66	155	하남돼지집 노원하계점 내 메뉴를 찾아보세요
1	150	674	매장∙원산지정보
1	161	69	준비중
1	182	51	1 / 3
1	222	36	최소주문
1	222	153	21,500원
1	248	307	하남돼지집 노원하계점
1	277	36	일반회원
1	278	153	1,600-4,900원 0원
1	279	334	자세히
1	298	412	4.8(363)
1	319	36	와우회원
1	319	153	와우회원은 매 주문 배달비 0원
1	391	127	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
1	408	766	가입하기
1	499	54	1,000원 즉시할인 자동 적용
1	589	168	대박&#129655;  여기가 최고
1	589	606	맛난거 먹고 싶어서 주문! 넘 맛나고 폭풍흡입했어요 ㅎㅎㅎ
1	758	114	&#128293; 인기메뉴
1	758	298	세트메뉴
1	758	446	다있는세트메뉴
1	758	660	굽는메뉴
1	758	808	사이드메뉴
1	859	42	인기메뉴
1	937	88	1위
1	937	304	2위
1	937	520	3위
1	937	708	4위
1	1136	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
1	1136	252	한돈 생삼겹살 180g
1	1136	468	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
1	1136	684	한돈 2인세트 (고기 500g+기본찬+맛된장찌개2+밥2)
1	1177	252	16,000원
1	1212	36	22,500원
1	1212	468	46,000원
1	1212	684	45,000원
1	1330	42	세트메뉴
1	1421	36	한돈 패밀리세트
1	1469	36	71,000원
1	1516	0	준비중
1	1527	36	고기 800g+기본찬+찌개 택1+계란찜/볶음밥
1	1575	63	100% (11개)
1	1575	159	ㆍ
1	1575	203	리뷰 (19)
2	0	0	100% (1개)
2	0	0	ㆍ
2	0	0	리뷰 (1)
2	0	381	오픈 준비 중
2	66	155	하남돼지집 노원하계점 내 메뉴를 찾아보세요
2	132	606	맛난거 먹고 싶어서 주문! 넘 맛나고 폭풍흡입했어요 ㅎㅎㅎ
2	182	51	1 / 3
2	248	307	하남돼지집 노원하계점
2	261	114	&#128293; 인기메뉴
2	261	298	세트메뉴
2	261	446	다있는세트메뉴
2	261	660	굽는메뉴
2	261	808	사이드메뉴
2	298	412	4.8(363)
2	362	42	인기메뉴
2	440	88	1위
2	440	304	2위
2	440	520	3위
2	440	708	4위
2	639	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
2	639	252	한돈 생삼겹살 180g
2	639	468	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
2	639	684	한돈 2인세트 (고기 500g+기본찬+맛된장찌개2+밥2)
2	680	252	16,000원
2	715	36	22,500원
2	715	468	46,000원
2	715	684	45,000원
2	833	42	세트메뉴
2	924	36	한돈 패밀리세트
2	972	36	71,000원
2	1030	36	고기 800g+기본찬+찌개 택1+계란찜/볶음밥
2	1078	63	100% (11개)
2	1078	159	ㆍ
2	1078	203	리뷰 (19)
2	1152	36	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
2	1206	36	46,000원
2	1264	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 생삼겹살 180g+특목살 180g+생갈비 240g
2	1342	63	100% (36개)
2	1342	159	ㆍ
2	1342	203	리뷰 (58)
2	1416	36	특별한판 (항정상 300g,갈매기살 150g,가브리살 150g)
2	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
2	1434	781	가입하기
2	1470	36	64,000원
2	1516	0	준비중
2	1528	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 항정상 300g+갈매기살 150g+가브리살 150g
3	0	0	100% (46개)
3	0	0	ㆍ
3	0	0	고기 250g+기본찬+맛된장찌개1+밥
3	0	0	리뷰 (29)
3	0	381	오픈 준비 중
3	66	155	하남돼지집 노원하계점 내 메뉴를 찾아보세요
3	148	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
3	148	252	한돈 생삼겹살 180g
3	148	468	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
3	148	684	한돈 2인세트 (고기 500g+기본찬+맛된장찌개2+밥2)
3	151	114	&#128293; 인기메뉴
3	151	298	세트메뉴
3	151	446	다있는세트메뉴
3	151	660	굽는메뉴
3	151	808	사이드메뉴
3	182	51	1 / 3
3	189	252	16,000원
3	224	36	22,500원
3	224	468	46,000원
3	224	684	45,000원
3	248	307	하남돼지집 노원하계점
3	298	412	4.8(363)
3	342	42	세트메뉴
3	433	36	한돈 패밀리세트
3	481	36	71,000원
3	539	36	고기 800g+기본찬+찌개 택1+계란찜/볶음밥
3	587	63	100% (11개)
3	587	159	ㆍ
3	587	203	리뷰 (19)
3	661	36	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
3	715	36	46,000원
3	773	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 생삼겹살 180g+특목살 180g+생갈비 240g
3	851	63	100% (36개)
3	851	159	ㆍ
3	851	203	리뷰 (58)
3	925	36	특별한판 (항정상 300g,갈매기살 150g,가브리살 150g)
3	979	36	64,000원
3	1037	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 항정상 300g+갈매기살 150g+가브리살 150g
3	1115	63	100% (1개)
3	1115	149	ㆍ
3	1115	193	리뷰 (1)
3	1198	36	복돼지 세트 (삼겹살2+가브리살1+된찌+음료)
3	1246	36	48,000원
3	1304	36	삼겹살 2인분+가브리살 1인분+된장찌개+음료수1
3	1352	63	100% (13개)
3	1352	159	ㆍ
3	1352	203	리뷰 (10)
3	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
3	1434	781	가입하기
3	1456	42	다있는세트메뉴
3	1516	0	준비중
3	1539	45	주문많음
3	1539	133	리뷰최고
3	1565	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
4	0	0	한돈 패밀리세트
4	0	381	오픈 준비 중
4	53	36	고기 800g+기본찬+찌개 택1+계란찜/볶음밥
4	66	155	하남돼지집 노원하계점 내 메뉴를 찾아보세요
4	101	63	100% (11개)
4	101	159	ㆍ
4	101	203	리뷰 (19)
4	151	114	세트메뉴
4	151	262	다있는세트메뉴
4	151	476	굽는메뉴
4	151	624	사이드메뉴
4	151	794	음료메뉴
4	175	36	모둠한판 (생삼겹살 180g,특목살 180g,생갈비 240g)
4	182	51	1 / 3
4	229	36	46,000원
4	248	307	하남돼지집 노원하계점
4	287	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 생삼겹살 180g+특목살 180g+생갈비 240g
4	298	412	4.8(363)
4	365	63	100% (36개)
4	365	159	ㆍ
4	365	203	리뷰 (58)
4	439	36	특별한판 (항정상 300g,갈매기살 150g,가브리살 150g)
4	493	36	64,000원
4	551	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 항정상 300g+갈매기살 150g+가브리살 150g
4	629	63	100% (1개)
4	629	149	ㆍ
4	629	193	리뷰 (1)
4	712	36	복돼지 세트 (삼겹살2+가브리살1+된찌+음료)
4	760	36	48,000원
4	818	36	삼겹살 2인분+가브리살 1인분+된장찌개+음료수1
4	866	63	100% (13개)
4	866	159	ㆍ
4	866	203	리뷰 (10)
4	970	42	다있는세트메뉴
4	1053	45	주문많음
4	1053	133	리뷰최고
4	1079	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
4	1133	36	22,500원
4	1191	36	고기 250g+기본찬+맛된장찌개1+밥
4	1239	63	100% (46개)
4	1239	159	ㆍ
4	1239	203	리뷰 (29)
4	1314	45	리뷰최고
4	1340	36	한돈 2인세트 (고기 500g+기본찬+맛된장찌개2+밥2)
4	1394	36	45,000원
4	1417	121	지금 와우 가입하면 배달비 0원 + 25,000원 쿠폰
4	1434	781	가입하기
4	1452	36	고기 500g+기본찬+맛된장찌개2+밥2
4	1500	63	97% (37개)
4	1500	149	ㆍ
4	1500	193	리뷰 (50)
4	1516	0	준비중
5	0	0	100% (7개)
5	0	0	ㆍ
5	0	0	리뷰 (7)
5	0	0	특별한판 (항정상 300g,갈매기살 150g,가브리살 150g)
5	0	381	오픈 준비 중
5	61	36	한판메뉴를 시킬시 새송이 한개가 나옵니다. 항정상 300g+갈매기살 150g+가브리살 150g
5	66	155	하남돼지집 노원하계점 내 메뉴를 찾아보세요
5	139	63	100% (1개)
5	139	149	ㆍ
5	139	193	리뷰 (1)
5	151	114	세트메뉴
5	151	262	다있는세트메뉴
5	151	476	굽는메뉴
5	151	624	사이드메뉴
5	151	794	음료메뉴
5	182	51	1 / 3
5	222	36	복돼지 세트 (삼겹살2+가브리살1+된찌+음료)
5	248	307	하남돼지집 노원하계점
5	270	36	48,000원
5	298	412	4.8(363)
5	328	36	삼겹살 2인분+가브리살 1인분+된장찌개+음료수1
5	376	63	100% (13개)
5	376	159	ㆍ
5	376	203	리뷰 (10)
5	480	42	다있는세트메뉴
5	563	45	주문많음
5	563	133	리뷰최고
5	589	36	한돈 1인세트 (고기 250g+기본찬+맛된장찌개1+밥)
5	643	36	22,500원
